text,class,processed_tokens
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham,"['okay', 'lor', '...', 'still', 'let', 'u', 'go', 'ah', 'coz', 'know', 'later', 'drop', 'card', 'box', 'right']"
How? Izzit still raining?,ham,"['izzit', 'still', 'rain']"
As if i wasn't having enough trouble sleeping.,ham,"[""n't"", 'enough', 'troubl', 'sleep']"
I havent add Ì_ yet right.. ,ham,"['havent', 'add', 'ì_', 'yet', 'right', '..']"
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,ham,"['lol', '...', 'realli', 'need', 'rememb', 'eat', ""'m"", 'drink', 'appreci', 'keep', 'compani', 'night', 'babe', 'smile']"
Babe ? I lost you ... Will you try rebooting ?,ham,"['babe', 'lost', '...', 'tri', 'reboot']"
Yes. Nigh you cant aha.,ham,"['ye', 'nigh', 'cant', 'aha']"
I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,ham,"['thk', 'ì_', 'got', 'ta', 'go', 'home', 'urself', 'co', ""'ll"", 'b', 'go', 'shop', 'fren', 'present']"
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham,"['nooooooo', ""'m"", 'gon', 'na', 'bore', 'death', 'day', 'cabl', 'internet', 'outag']"
Sos! Any amount i can get pls.,ham,"['amount', 'get', 'pl']"
"Playin space poker, u?",ham,"['playin', 'space', 'poker', 'u']"
How come guoyang go n tell her? Then u told her?,ham,"['come', 'guoyang', 'go', 'n', 'tell', 'u', 'told']"
You need to get up. Now.,ham,"['need', 'get']"
They r giving a second chance to rahul dengra.,ham,"['r', 'give', 'second', 'chanc', 'rahul', 'dengra']"
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham,"['yeah', 'fact', 'ask', 'need', 'anyth', 'like', 'hour', 'ago', 'much']"
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham,"['first', 'strike', 'red', 'one', 'bird', 'antelop', 'begin', 'toplay', 'fieldof', 'selfindepend', 'believ', 'flower', 'content', 'grow.random']"
Y Ì_ wan to go there? C doctor?,ham,"['ì_', 'wan', 'go', 'c', 'doctor']"
Does daddy have a bb now.,ham,"['daddi', 'bb']"
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam,"['free', 'msg', 'get', 'gnarl', 'barkley', '\\crazy\\', ""''"", 'rington', 'total', 'free', 'repli', 'go', 'messag', 'right', ""''""]"
She's borderline but yeah whatever.,ham,"[""'s"", 'borderlin', 'yeah', 'whatev']"
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,"['got', 'call', 'landlin', 'number', 'ask', 'come', 'anna', 'nagar', 'go', 'afternoon']"
"Until 545 lor... Ya, can go 4 dinner together...",ham,"['lor', '...', 'ya', 'go', 'dinner', 'togeth', '...']"
I will be gentle princess! We will make sweet gentle love...,ham,"['gentl', 'princess', 'make', 'sweet', 'gentl', 'love', '...']"
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham,"['u', 'doin', 'babi', 'girl', 'hope', 'u', 'okay', 'everi', 'time', 'call', 'ure', 'phone', 'miss', 'u', 'get', 'touch']"
"Sorry, went to bed early, nightnight",ham,"['sorri', 'went', 'bed', 'earli', 'nightnight']"
I like to think there's always the possibility of being in a pub later.,ham,"['like', 'think', ""'s"", 'alway', 'possibl', 'pub', 'later']"
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham,"['hmm', 'yeah', 'groov', 'im', 'look', 'forward', 'pound', 'special']"
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham,"['got', 'video', 'tape', 'pple', 'type', 'messag', 'lor', 'u', 'free', 'wan', 'help', 'hee', '...', 'co', 'noe', 'u', 'wan', 'watch', 'infern', 'affair', 'ask', 'u', 'along', 'ask', 'shuhui', 'oso']"
Hi dude hw r u da realy mising u today,ham,"['hi', 'dude', 'hw', 'r', 'u', 'da', 'reali', 'mise', 'u', 'today']"
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,ham,"['hungri', 'buy', 'food', 'good', 'lei', '...', 'mum', 'n', 'yun', 'dun', 'wan', 'juz', 'buy', 'littl', 'bit', '...']"
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam,"['refu', 'loan', 'secur', 'unsecur', 'ca', ""n't"", 'get', 'credit', 'call', 'free', 'text', 'back', ""'help""]"
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham,"['probabl', 'wo', ""n't"", 'eat', 'today', 'think', ""'m"", 'gon', 'na', 'pop', 'weekend', 'u', 'miss']"
I knew it... U slept v late yest? Wake up so late...,ham,"['knew', '...', 'u', 'slept', 'v', 'late', 'yest', 'wake', 'late', '...']"
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,ham,"['haha', '...', 'dont', 'angri', '...', 'take', 'practic', 'real', 'thing']"
Where is that one day training:-),ham,"['one', 'day', 'train']"
So i could kiss and feel you next to me...,ham,"['could', 'kiss', 'feel', 'next', '...']"
Have a nice day my dear.,ham,"['nice', 'day', 'dear']"
I sent lanre fakeye's Eckankar details to the mail box,ham,"['sent', 'lanr', 'fakey', ""'s"", 'eckankar', 'detail', 'mail', 'box']"
Your dad is back in ph?,ham,"['dad', 'back', 'ph']"
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",spam,"['special', 'select', 'receiv', '\\3000', 'award', 'call', 'line', 'close', 'cost', '10ppm', '16+', 'c', 'appli', 'ag', 'promo', ""''""]"
If you ask her or she say any please message.,ham,"['ask', 'say', 'plea', 'messag']"
"If e timing can, then i go w u lor...",ham,"['e', 'time', 'go', 'w', 'u', 'lor', '...']"
Love you aathi..love u lot..,ham,"['love', 'aathi', '..', 'love', 'u', 'lot', '..']"
I was just callin to say hi. Take care bruv!,ham,"['callin', 'say', 'hi', 'take', 'care', 'bruv']"
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,spam,"['valu', 'vodafon', 'custom', 'comput', 'pick', 'win', 'å£150', 'prize', 'collect', 'easi', 'call']"
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham,"['u', 'turn', 'heater', 'heater', 'set', 'lt', 'gt', 'degr']"
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,ham,"['thank', 'messag', 'realli', 'appreci', 'sacrif', ""'m"", 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', ""'m"", 'class', 'wonder', 'day']"
"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",ham,"[""'s"", 'troubl', 'class', 'go', 'well', ""'re"", 'due', 'dodgey', 'one', '\x89û_', 'expect', 'mine', 'tomo', 'see', 'recoveri', 'time', 'place']"
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam,"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mth', 'cross', 'ntwk', 'min', 'txt', 'call', 'mobileupd8', 'call2optout/674']"
WOT U UP 2 J?,ham,"['wot', 'u', 'j']"
"Night night, see you tomorrow",ham,"['night', 'night', 'see', 'tomorrow']"
Roger that. WeÛ÷re probably going to rem in about 20,ham,"['roger', 'we\x89û÷r', 'probabl', 'go', 'rem']"
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ham,"['u', 'think', 'girl', 'propo', 'u', 'today', 'se', 'ur', 'bloodi', 'funki', 'shit', 'fuck', 'face', '...............', 'asssssholee', '................']"
I wish u were here. I feel so alone,ham,"['wish', 'u', 'feel', 'alon']"
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,"['great', 'new', 'offer', 'doubl', 'min', 'doubl', 'txt', 'best', 'orang', 'tariff', 'get', 'latest', 'camera', 'phone', 'free', 'call', 'mobileupd8', 'free', '2stoptxt', 'c']"
Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham,"['reason', 'team', 'budget', 'avail', 'last', 'buy', 'unsold', 'player', 'base', 'rate', '..']"
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham,"['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'littl', 'buddi', 'c', 'ya', '2moro', 'need', 'bloke']"
ringtoneking 84484,spam,['ringtonek']
Huh i cant thk of more oredi how many pages do we have?,ham,"['huh', 'cant', 'thk', 'oredi', 'mani', 'page']"
His frens go then he in lor. Not alone wif my mum n sis lor.,ham,"['fren', 'go', 'lor', 'alon', 'wif', 'mum', 'n', 'si', 'lor']"
Nationwide auto centre (or something like that) on Newport road. I liked them there,ham,"['nationwid', 'auto', 'centr', 'someth', 'like', 'newport', 'road', 'like']"
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham,"['hey', 'miss', 'tm', 'last', 'night', 'phone', 'charg', '...', 'smile', '...', 'meet', 'friend', 'shortli']"
"Whatever, juliana. Do whatever you want.",ham,"['whatev', 'juliana', 'whatev', 'want']"
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham,"['friendship', 'game', 'play', 'word', 'say', ""doesn\\'t"", 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']"
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,"['rington', 'club', 'gr8', 'new', 'poli', 'direct', 'mobil', 'everi', 'week']"
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham,"['hello', 'sort', 'town', 'alreadi', 'dont', 'rush', 'home', 'eat', 'nacho', 'let', 'know', 'eta']"
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ham,"['ok', 'lor', 'anyway', 'thk', 'cant', 'get', 'ticket', 'co', 'like', 'quit', 'late', 'alreadi', 'u', 'wan', 'go', 'look', 'ur', 'fren', 'darren', 'wif', '...']"
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,"['bank', 'granit', 'issu', 'strong-buy', 'explo', 'pick', 'member', 'nasdaq', 'symbol', 'cdgt', '5.00', 'per', '..']"
I am on the way to ur home,ham,"['way', 'ur', 'home']"
"Dizzamn, aight I'll ask my suitemates when I get back",ham,"['dizzamn', 'aight', ""'ll"", 'ask', 'suitem', 'get', 'back']"
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham,"['nimbomson', 'yep', 'phone', 'know', 'one', 'obviou', 'co', 'real', 'word']"
I love to cuddle! I want to hold you in my strong arms right now...,ham,"['love', 'cuddl', 'want', 'hold', 'strong', 'arm', 'right', '...']"
R u in this continent?,ham,"['r', 'u', 'contin']"
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham,"[""'ll"", 'pay', 'like', 'lt', 'gt', 'yr', 'difficult']"
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,"['bore', 'housew', 'chat', 'n', 'date', '0871750.77.11', 'bt-nation', 'rate', '10p/min', 'landlin']"
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam,"['tri', 'call', 'repli', 'sm', 'video', 'mobil', 'min', 'unlimit', 'text', 'free', 'camcord', 'repli', 'call', 'del', 'thur']"
K...k...when will you give treat?,ham,"['k', '...', 'k', '...', 'give', 'treat']"
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam,"['2nd', 'time', 'tri', 'contact', 'u.', 'u', 'å£400', 'prize', 'claim', 'easi', 'call', '10p', 'per', 'minut', 'bt-national-r']"
He's just gonna worry for nothing. And he won't give you money its no use.,ham,"[""'s"", 'gon', 'na', 'worri', 'noth', 'wo', ""n't"", 'give', 'money', 'use']"
Did you get any gift? This year i didnt get anything. So bad,ham,"['get', 'gift', 'year', 'didnt', 'get', 'anyth', 'bad']"
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham,"['somewh', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'u', 'dream', 'come', 'true', '...', 'goodnit', 'amp', 'sweet', 'dream']"
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,"['well', ""'s"", 'pattern', 'emerg', 'friend', 'tell', 'drive', 'come', 'smoke', 'tell', ""'m"", 'weed', 'fiend/mak', 'smoke', 'much/imp', 'thing', 'see', ""'m"", 'hesit']"
", ow u dey.i paid 60,400thousad.i told  u would call . ",ham,"['ow', 'u', 'dey.i', 'paid', '60,400thousad.i', 'told', 'u', 'would', 'call']"
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham,"['im', 'fine', 'babe', 'aint', 'much', 'tho', 'saw', 'scari', 'movi', 'yest', 'quit', 'funni', 'want', '2mrw', 'afternoon', 'town', 'mall', 'sumthin', 'xx']"
I'm reaching home in 5 min.,ham,"[""'m"", 'reach', 'home', 'min']"
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham,"['forgot', 'work', 'today', 'wan', 'na', 'chat', 'thing', 'ok', 'drop', 'text', ""'re"", 'free', 'bore', 'etc', ""'ll"", 'ring', 'hope', 'well', 'nose', 'essay', 'xx']"
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ham,"['ha', '...', 'must', 'walk', 'everywh', '...', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']"
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,"['wan2', 'win', 'meet+greet', 'westlif', 'u', 'm8', 'current', 'tour', 'unbreak', 'untam', 'unkempt', 'text', '1,2', 'cost', '50p', '+std', 'text']"
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,"['plea', 'call', 'custom', 'servic', 'repr', 'freephon', '9am-11pm', 'guarant', 'å£1000', 'cash', 'å£5000', 'prize']"
Discussed with your mother ah?,ham,"['discus', 'mother', 'ah']"
Ok.,ham,['ok']
"Sorry, I can't text &amp; drive coherently, see you in twenty",ham,"['sorri', 'ca', ""n't"", 'text', 'amp', 'drive', 'coher', 'see', 'twenti']"
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,"['receiv', 'week', ""'s"", 'tripl', 'echo', 'rington', 'shortli', 'enjoy']"
In which place i can get rooms cheap:-),ham,"['place', 'get', 'room', 'cheap']"
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,"['eek', ""'s"", 'lot', 'time', 'especi', 'sinc', 'american', 'pie', 'like', 'minut', 'long', 'ca', ""n't"", 'stop', 'sing']"
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",ham,"['\\gran', 'onlyfound', 'afew', 'day', 'ago.cusoon', 'honi\\', ""''"", ""''""]"
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam,"['u', ""'ve"", 'select', 'stay', 'top', 'british', 'hotel', 'noth', 'holiday', 'valu', 'å£350', 'dial', 'claim', 'nation', 'rate', 'call', 'bx526', 'sw73ss']"
University of southern california.,ham,"['univ', 'southern', 'california']"
We have to pick rayan macleran there.,ham,"['pick', 'rayan', 'macleran']"
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham,"['u', 'gd', 'lor', 'go', 'shop', 'got', 'stuff', 'u', 'wan', 'watch', 'infern', 'affair', 'come', 'lar', '...']"
Well. Balls. Time to make calls,ham,"['well', 'ball', 'time', 'make', 'call']"
Wat time Ì_ wan today?,ham,"['wat', 'time', 'ì_', 'wan', 'today']"
 &lt;#&gt;  in mca. But not conform.,ham,"['lt', 'gt', 'mca', 'conform']"
Oh ok.. Wat's ur email?,ham,"['oh', 'ok', '..', 'wat', ""'s"", 'ur', 'email']"
"Yes, princess. Are you going to make me moan?",ham,"['ye', 'princess', 'go', 'make', 'moan']"
Lol its ok I didn't remember til last nite,ham,"['lol', 'ok', ""n't"", 'rememb', 'til', 'last', 'nite']"
"[Û_] anyway, many good evenings to u! s",ham,"['\x89û_', 'anyway', 'mani', 'good', 'even', 'u']"
"Cool, I'll text you in a few",ham,"['cool', ""'ll"", 'text']"
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,"['sorri', 'vikki', ""'m"", 'watch', 'olav', 'mandara', 'movi', 'kano', 'trishul', 'theatr', 'wit', 'frnd', '..']"
I'm very happy for you babe ! Woo hoo party on dude!,ham,"[""'m"", 'happi', 'babe', 'woo', 'hoo', 'parti', 'dude']"
I am taking you for italian food. How about a pretty dress with no panties? :),ham,"['take', 'italian', 'food', 'pretti', 'dress', 'panti']"
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham,"['wot', 'u', 'thout', 'u', 'gon', 'na', 'call', 'txt', 'bak', 'luv', 'k']"
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam,"['chosen', 'receiv', 'å£350', 'award', 'pl', 'call', 'claim', 'number', 'collect', 'award', 'select', 'receiv', 'valu', 'mobil', 'custom']"
How are you holding up?,ham,['hold']
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,ham,"['dont', 'flatter', '...', 'tell', 'man', 'mine', 'two', 'pint', 'carlin', 'ten', 'minut', 'plea', '....']"
Hope you are not scared!,ham,"['hope', 'scare']"
I cant pick the phone right now. Pls send a message,ham,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
I'm at home n ready...,ham,"[""'m"", 'home', 'n', 'readi', '...']"
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,"['plea', 'call', 'custom', 'servic', 'repr', 'freephon', '9am-11pm', 'guarant', 'å£1000', 'cash', 'å£5000', 'prize']"
What time do u get out?,ham,"['time', 'u', 'get']"
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham,"['liter', 'bed', 'like', 'lt', 'gt', 'hour']"
"Yes, my reg is  Ciao!",ham,"['ye', 'reg', 'ciao']"
If You mean the website. Yes.,ham,"['mean', 'websit', 'ye']"
Win a å£1000 cash prize or a prize worth å£5000,spam,"['win', 'å£1000', 'cash', 'prize', 'prize', 'worth', 'å£5000']"
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam,"['thank', 'rington', 'order', 'refer', 'number', 'x49.your', 'mobil', 'charg', '4.50', 'tone', 'arriv', 'plea', 'call', 'custom', 'servic']"
Lol or I could just starve and lose a pound by the end of the day.,ham,"['lol', 'could', 'starv', 'lose', 'pound', 'end', 'day']"
Yeah that's the impression I got,ham,"['yeah', ""'s"", 'impress', 'got']"
Ok ok take care. I can understand.,ham,"['ok', 'ok', 'take', 'care', 'understand']"
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham,"['motiv', 'behind', 'everi', 'dark', 'shine', 'light', 'wait', 'find', '...', 'behind', 'everi', 'best', 'friend', 'alway', 'trust', 'love', '...', 'bslvyl']"
"Ya ok, then had dinner?",ham,"['ya', 'ok', 'dinner']"
I was slept that time.you there?,ham,"['slept', 'time.i']"
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham,"['dont', 'make', 'ne', 'plan', 'nxt', 'wknd', 'coz', 'want', 'u', 'come', 'ok']"
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham,"['school', 'start', 'stay', ""'s"", 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friend', 'school', 'thing', 'import']"
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham,"['ha', 'ha', 'nan', 'yalrigu', 'heltini', '..', 'iyo', 'kothi', 'chikku', 'u', 'share', 'mani', 'thing', 'wit', '..', 'far', ""n't"", 'told', 'bodi', 'even', 'utter', 'word', 'abt', 'u', '..', 'ur', 'trust', 'much', 'tell', '..', 'plz', 'nxt', 'time', 'dont', 'use', 'word', '..', 'ok', 'chikku', 'b-']"
Noice. Text me when you're here,ham,"['noic', 'text', ""'re""]"
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,ham,"['hi', 'di', 'yiju', ""'re"", 'meet', 'pm', 'esaplanad', 'tonight']"
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,spam,"['mobi', 'pub', 'quiz.win', 'å£100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwal', 'txt', 'first', 'name', '82277.unsub', 'stop', 'å£1.50', 'sp']"
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",spam,"['week', 'savamob', 'member', 'offer', 'access', 'call', 'detail', 'savamob', 'pobox', 'la3', '2wu', 'å£1.50/week', 'savamob', 'offer', 'mobil']"
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham,"['aight', ""'ve"", 'set', 'free', 'think', 'could', 'text', 'blake', ""'s"", 'address', 'occur', ""'m"", 'quit', 'sure', ""'m"", 'thought']"
Hi dear we saw dear. We both are happy. Where you my battery is low,ham,"['hi', 'dear', 'saw', 'dear', 'happi', 'batteri', 'low']"
How are you. Its been ages. How's abj,ham,"['age', ""'s"", 'abj']"
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham,"['prof', 'pas', 'paper', 'sem', 'congrat', 'student', 'enna', 'kalaachutaarama', '..', 'prof', 'gud', 'mrng']"
Dont kick coco when he's down,ham,"['dont', 'kick', 'coco', ""'s""]"
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham,"['fyi', ""'m"", 'gon', 'na', 'call', 'sporad', 'start', 'like', 'lt', 'gt', 'bc', 'doin', 'shit']"
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'mobil', 'landlin', 'pobox75ldns7']"
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam,"['tbs/persolvo', 'chase', 'u', 'sinc', 'sept', 'forå£38', 'definit', 'pay', 'thank', 'inform', 'ignor', 'kath', 'manchest']"
Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,ham,"['hope', 'youåõr', 'much', 'fun', 'without', 'see', 'u', 'tomorrow', 'love', 'jess', 'x']"
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham,"['ok', 'wont', 'call', 'disturb', 'one', 'know', 'avoid', 'burden']"
I've reached home n i bathe liao... U can call me now...,ham,"[""'ve"", 'reach', 'home', 'n', 'bath', 'liao', '...', 'u', 'call', '...']"
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,"['loan', 'purpo', 'even', 'bad', 'credit', 'tenant', 'welcom', 'call', 'noworriesloans.com']"
Was the actual exam harder than NBME,ham,"['actual', 'exam', 'harder', 'nbme']"
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham,"['lot', 'sick', 'thing', 'go', 'round', 'take', 'easi', 'hope', 'u', 'feel', 'better', 'soon', 'lol']"
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,"['god', 'pick', 'flower', 'dippeditinadew', 'lovingli', 'touch', 'itwhichturnedinto', 'u', 'gift', 'tomeandsaid', 'friend', '4u']"
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,"['kick', 'new', 'season', '2wk', 'free', 'goal', 'news', 'ur', 'mobil', 'txt', 'ur', 'club', 'name', 'eg', 'villa']"
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham,"['hey', 'sathya', 'till', 'dint', 'meet', 'even', 'singl', 'time', 'saw', 'situat', 'sathya']"
Gam gone after outstanding innings.,ham,"['gam', 'gone', 'outstand', 'inning']"
O i played smash bros  &lt;#&gt;  religiously.,ham,"['play', 'smash', 'bro', 'lt', 'gt', 'religi']"
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham,"['sir', 'good', 'morn', 'hope', 'good', 'weekend', 'call', 'let', 'know', 'abl', 'rai', 'lt', 'gt', 'dad', 'howev', 'said', 'would', 'make', 'rest', 'avail', 'mid', 'feb', 'amount', 'still', 'quit', 'short', 'hope', 'would', 'help', 'good', 'day', 'abiola']"
Hurry home. Soup is DONE!,ham,"['hurri', 'home', 'soup', 'done']"
No no. I will check all rooms befor activities,ham,"['check', 'room', 'befor', 'activ']"
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham,"['good', 'afternoon', 'love', 'good', 'see', 'word', 'ym', 'get', 'tm', 'smart', 'move', 'slave', '...', 'smile', '...', 'drink', 'coff', 'await']"
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham,"['quit', 'ok', 'bit', 'ex', '...', 'u', 'better', 'go', 'eat', 'smth', 'el', ""'ll"", 'feel', 'guilti', '...']"
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,"['orang', 'bring', 'rington', 'time', 'chart', 'hero', 'free', 'hit', 'week', 'go', 'rington', 'pic', 'wap', 'stop', 'receiv', 'tip', 'repli', 'stop']"
Lemme know when you're here,ham,"['lem', 'know', ""'re""]"
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam,"['privat', 'account', 'statement', 'show', 'un-redeem', 's.', 'i.', 'm.', 'point', 'call', 'identifi', 'code', 'expir', '31/10/04']"
He needs to stop going to bed and make with the fucking dealing,ham,"['need', 'stop', 'go', 'bed', 'make', 'fuck', 'deal']"
